,Age,Income,No of Years,FreqBra,FreqATM,FreqPOS,FreqInt,cust_care_score,complaints_score,branches_score,exec_eff_score,prod_score,val_for_money_score,cluster,Age_bin,Income_bin,Bank,Gender,Most frequently used Bank,Location,Education,Employment Category,Changeplan,FromBank,ToBank
31533,33,375000.0,5.0,2.0,6.0,6.0,2.0,70.0,30.0,120.0,18.0,28.0,0.0,3,31-35,"N251,000 - N500,000",Bank B,Female,,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
31534,19,25000.0,2.0,0.5,0.5,0.5,6.0,13.0,4.0,61.0,8.0,6.0,8.0,0,18-20,"Below N50,000",Bank H,Female,Bank C,Lagos,Secondary school leaving certificate,Student,No,,
31535,19,25000.0,3.0,0.5,0.5,0.5,6.0,8.0,5.0,12.0,10.0,19.0,4.0,0,18-20,"Below N50,000",Bank L,Female,Bank C,Lagos,Secondary school leaving certificate,Student,No,,
31536,33,75000.0,3.0,2.0,6.0,0.5,2.0,40.0,30.0,110.0,26.0,36.0,21.0,3,31-35,"N50,000 - N100,000",Bank H,Male,Bank C,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
31537,33,75000.0,9.0,2.0,6.0,0.5,2.0,60.0,30.0,110.0,18.0,18.0,14.0,3,31-35,"N50,000 - N100,000",Bank B,Male,Bank C,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
31538,33,75000.0,5.0,2.0,6.0,0.5,2.0,60.0,30.0,110.0,26.0,18.0,7.0,3,31-35,"N50,000 - N100,000",Bank C,Male,Bank C,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
31539,33,75000.0,7.0,2.0,6.0,0.5,2.0,50.0,40.0,110.0,35.0,54.0,0.0,3,31-35,"N50,000 - N100,000",Bank A,Male,Bank C,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
31540,25.5,25000.0,5.0,0.5,6.0,0.0,0.0,32.0,18.0,40.0,8.0,16.0,30.0,0,21-30,"Below N50,000",Bank K,Male,Bank K,Lagos,Bachelor's Decree,Student,No,,
31541,25.5,25000.0,5.0,0.5,6.0,0.0,0.0,53.0,12.0,20.0,24.0,8.0,20.0,0,21-30,"Below N50,000",Bank A,Male,Bank K,Lagos,Bachelor's Decree,Student,No,,
31546,25.5,25000.0,3.0,6.0,30.0,0.5,0.5,14.0,5.0,37.0,8.0,14.0,0.0,0,21-30,"Below N50,000",Bank C,Male,Bank C,Lagos,Secondary school leaving certificate,Student,No,,
31547,25.5,25000.0,3.0,6.0,30.0,0.5,0.5,24.0,20.0,36.0,24.0,21.0,8.0,0,21-30,"Below N50,000",Bank B,Male,Bank C,Lagos,Secondary school leaving certificate,Student,No,,
31551,25.5,750000.0,1.0,0.5,6.0,0.5,2.0,9.0,9.0,70.0,32.0,32.0,24.0,3,21-30,"N501,000 - N1 Million",Bank H,Male,Bank C,Lagos,Bachelor's Decree,Student,No,,
31552,19,25000.0,3.0,2.0,6.0,0.5,30.0,50.0,29.0,69.0,42.0,35.0,21.0,1,18-20,"Below N50,000",Bank C,Female,Bank C,Lagos,Secondary school leaving certificate,Student,No,,
31553,19,25000.0,1.0,2.0,6.0,0.5,30.0,30.0,23.0,98.0,28.0,7.0,14.0,1,18-20,"Below N50,000",Bank E,Female,Bank C,Lagos,Secondary school leaving certificate,Student,No,,
31555,19,25000.0,1.0,6.0,6.0,0.5,0.5,-8.0,60.0,48.0,37.0,60.0,30.0,3,18-20,"Below N50,000",Bank A,Male,Bank A,Lagos,Secondary school leaving certificate,Student,No,,
31556,25.5,25000.0,5.0,0.5,6.0,2.0,2.0,19.0,30.0,58.0,30.0,6.0,12.0,0,21-30,"Below N50,000",Bank H,Female,Bank H,Lagos,Secondary school leaving certificate,Student,No,,
31557,25.5,25000.0,2.0,0.5,6.0,2.0,2.0,19.0,30.0,44.0,20.0,12.0,18.0,0,21-30,"Below N50,000",Bank C,Female,Bank H,Lagos,Secondary school leaving certificate,Student,No,,
31558,25.5,25000.0,1.0,0.5,6.0,2.0,2.0,19.0,0.0,48.0,20.0,12.0,12.0,0,21-30,"Below N50,000",Bank A,Female,Bank H,Lagos,Secondary school leaving certificate,Student,No,,
31560,50.5,175000.0,10.0,6.0,6.0,0.0,2.0,15.0,0.0,56.0,7.0,14.0,0.0,2,41-60,"N101,000 - N250,000",Bank D,Male,Bank D,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
31561,50.5,175000.0,10.0,6.0,6.0,0.0,2.0,-1.0,-17.0,17.0,14.0,0.0,7.0,0,41-60,"N101,000 - N250,000",Bank G,Male,Bank D,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
31562,19,75000.0,5.0,2.0,30.0,0.0,0.0,38.0,42.0,-41.0,35.0,0.0,4.0,0,18-20,"N50,000 - N100,000",Bank A,Male,Bank A,Lagos,Bachelor's Decree,Student,No,,
31563,19,75000.0,5.0,2.0,30.0,0.0,0.0,32.0,14.0,-51.0,7.0,-12.0,8.0,0,18-20,"N50,000 - N100,000",Bank B,Male,Bank A,Lagos,Bachelor's Decree,Student,No,,
31564,19,75000.0,3.0,2.0,30.0,0.0,0.0,26.0,21.0,-69.0,42.0,-12.0,4.0,0,18-20,"N50,000 - N100,000",Bank C,Male,Bank A,Lagos,Bachelor's Decree,Student,No,,
31565,19,75000.0,4.0,2.0,30.0,0.0,0.0,21.0,14.0,-56.0,14.0,36.0,4.0,0,18-20,"N50,000 - N100,000",Bank H,Male,Bank A,Lagos,Bachelor's Decree,Student,No,,
31567,25.5,25000.0,2.0,0.5,2.0,0.5,0.0,25.0,7.0,-18.0,-3.0,0.0,0.0,0,21-30,"Below N50,000",Bank K,Male,Bank K,Lagos,Secondary school leaving certificate,Student,No,,
31568,25.5,25000.0,5.0,6.0,6.0,0.5,0.5,14.0,15.0,37.0,10.0,0.0,0.0,0,21-30,"Below N50,000",Bank A,Female,Bank A,Lagos,OND/HND,Student,No,,
31572,50.5,175000.0,20.0,0.5,6.0,2.0,6.0,90.0,40.0,130.0,21.0,14.0,21.0,2,41-60,"N101,000 - N250,000",Bank F,Female,,Lagos,OND/HND,Private Sector Employee,No,,
31573,50.5,175000.0,15.0,0.5,6.0,2.0,6.0,100.0,60.0,130.0,21.0,14.0,14.0,2,41-60,"N101,000 - N250,000",Bank E,Female,,Lagos,OND/HND,Private Sector Employee,No,,
31575,25.5,25000.0,5.0,2.0,0.5,0.0,0.0,78.0,29.0,88.0,14.0,28.0,6.0,3,21-30,"Below N50,000",Bank H,Male,Bank B,Lagos,OND/HND,Student,No,,
31576,25.5,25000.0,6.0,2.0,0.5,0.0,0.0,88.0,22.0,90.0,8.0,28.0,12.0,3,21-30,"Below N50,000",Bank B,Male,Bank B,Lagos,OND/HND,Student,No,,
31577,50.5,175000.0,15.0,6.0,6.0,0.0,0.0,32.0,16.0,48.0,16.0,16.0,8.0,2,41-60,"N101,000 - N250,000",Bank C,Female,,Lagos,OND/HND,Civil/Public Servant,No,,
31585,25.5,25000.0,1.0,2.0,6.0,0.0,2.0,0.0,4.0,39.0,28.0,21.0,0.0,0,21-30,"Below N50,000",Bank H,Male,Bank B,Lagos,Secondary school leaving certificate,Student,No,,
31586,25.5,25000.0,8.0,2.0,6.0,0.0,2.0,6.0,16.0,21.0,21.0,21.0,21.0,0,21-30,"Below N50,000",Bank B,Male,Bank B,Lagos,Secondary school leaving certificate,Student,No,,
31587,25.5,25000.0,3.0,2.0,6.0,0.0,2.0,2.0,20.0,21.0,28.0,14.0,14.0,0,21-30,"Below N50,000",Bank C,Male,Bank B,Lagos,Secondary school leaving certificate,Student,No,,
31588,25.5,25000.0,1.0,2.0,6.0,0.0,2.0,4.0,6.0,66.0,28.0,0.0,14.0,0,21-30,"Below N50,000",Bank A,Male,Bank B,Lagos,Secondary school leaving certificate,Student,No,,
31590,38,175000.0,1.0,2.0,6.0,0.0,0.0,14.0,7.0,8.0,28.0,7.0,0.0,0,36-40,"N101,000 - N250,000",Bank H,Female,Bank B,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
31591,38,175000.0,10.0,2.0,6.0,0.0,0.0,14.0,7.0,24.0,21.0,7.0,7.0,0,36-40,"N101,000 - N250,000",Bank B,Female,Bank B,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
31593,33,75000.0,12.0,2.0,30.0,6.0,0.5,73.0,41.0,102.0,19.0,18.0,18.0,3,31-35,"N50,000 - N100,000",Bank H,Male,Bank H,Lagos,Bachelor's Decree,Self Employed,No,,
31594,33,75000.0,6.0,2.0,30.0,6.0,0.5,62.0,32.0,61.0,10.0,18.0,18.0,3,31-35,"N50,000 - N100,000",Bank C,Male,Bank H,Lagos,Bachelor's Decree,Self Employed,No,,
31595,33,175000.0,8.0,2.0,6.0,6.0,0.0,35.0,12.0,84.0,20.0,0.0,10.0,0,31-35,"N101,000 - N250,000",Bank H,Male,Bank H,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31596,33,175000.0,12.0,2.0,6.0,6.0,0.0,-21.0,-12.0,-77.0,-30.0,-20.0,-10.0,0,31-35,"N101,000 - N250,000",Bank L,Male,Bank H,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31597,33,175000.0,15.0,2.0,6.0,6.0,0.0,28.0,12.0,56.0,20.0,20.0,10.0,2,31-35,"N101,000 - N250,000",Bank J,Male,Bank H,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31598,25.5,175000.0,3.0,6.0,2.0,2.0,6.0,-10.0,20.0,30.0,30.0,-10.0,0.0,0,21-30,"N101,000 - N250,000",Bank P,Male,,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31599,25.5,175000.0,10.0,6.0,2.0,2.0,6.0,0.0,-30.0,-80.0,10.0,-30.0,-10.0,0,21-30,"N101,000 - N250,000",Bank O,Male,,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31602,33,175000.0,2.0,0.5,6.0,6.0,2.0,26.0,20.0,74.0,6.0,13.0,16.0,0,31-35,"N101,000 - N250,000",Bank N,Male,Bank N,Lagos,Master's Degree,Private Sector Employee,No,,
31603,33,175000.0,8.0,0.5,6.0,6.0,2.0,72.0,50.0,85.0,0.0,0.0,8.0,3,31-35,"N101,000 - N250,000",Bank P,Male,Bank N,Lagos,Master's Degree,Private Sector Employee,No,,
31608,25.5,25000.0,8.0,2.0,6.0,0.5,0.0,40.0,24.0,98.0,7.0,12.0,21.0,3,21-30,"Below N50,000",Bank H,Female,Bank H,Lagos,Secondary school leaving certificate,Private Sector Employee,No,,
31609,25.5,25000.0,5.0,2.0,6.0,0.5,0.0,45.0,8.0,106.0,14.0,6.0,21.0,3,21-30,"Below N50,000",Bank G,Female,Bank H,Lagos,Secondary school leaving certificate,Private Sector Employee,No,,
31610,38,75000.0,10.0,2.0,6.0,2.0,2.0,0.0,0.0,-36.0,10.0,-5.0,-5.0,0,36-40,"N50,000 - N100,000",Bank C,Male,Bank C,Lagos,Master's Degree,Private Sector Employee,No,,
31611,38,75000.0,12.0,2.0,6.0,2.0,2.0,18.0,16.0,56.0,10.0,0.0,5.0,0,36-40,"N50,000 - N100,000",Bank A,Male,Bank C,Lagos,Master's Degree,Private Sector Employee,No,,
31614,38,75000.0,12.0,0.5,6.0,6.0,2.0,70.0,-20.0,-120.0,-10.0,-30.0,-10.0,0,36-40,"N50,000 - N100,000",Bank C,Female,Bank N,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
31619,65,175000.0,10.0,2.0,6.0,6.0,2.0,33.0,9.0,72.0,24.0,26.0,0.0,2,Above 60,"N101,000 - N250,000",Bank B,Male,Bank A,Lagos,Master's Degree,Self Employed,No,,
31620,65,175000.0,20.0,2.0,6.0,6.0,2.0,51.0,9.0,63.0,12.0,13.0,6.0,2,Above 60,"N101,000 - N250,000",Bank A,Male,Bank A,Lagos,Master's Degree,Self Employed,No,,
31621,25.5,75000.0,5.0,2.0,6.0,0.5,2.0,18.0,6.0,4.0,5.0,6.0,4.0,0,21-30,"N50,000 - N100,000",Bank B,Male,Bank B,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31622,25.5,75000.0,7.0,2.0,6.0,0.5,2.0,19.0,6.0,11.0,5.0,8.0,4.0,0,21-30,"N50,000 - N100,000",Bank K,Male,Bank B,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31625,38,375000.0,10.0,2.0,6.0,30.0,6.0,50.0,20.0,50.0,30.0,50.0,10.0,1,36-40,"N251,000 - N500,000",Bank J,Male,Bank C,Lagos,Master's Degree,Self Employed,No,,
31626,38,375000.0,12.0,2.0,6.0,30.0,6.0,100.0,60.0,180.0,60.0,60.0,30.0,3,36-40,"N251,000 - N500,000",Bank C,Male,Bank C,Lagos,Master's Degree,Self Employed,No,,
31628,25.5,25000.0,5.0,0.5,6.0,0.5,0.0,20.0,0.0,0.0,-10.0,20.0,10.0,0,21-30,"Below N50,000",Bank C,Male,Bank C,Lagos,OND/HND,Student,No,,
31629,25.5,25000.0,3.0,0.5,6.0,0.5,0.0,30.0,10.0,10.0,0.0,10.0,0.0,0,21-30,"Below N50,000",Bank F,Male,Bank C,Lagos,OND/HND,Student,No,,
31640,33,375000.0,5.0,0.5,6.0,6.0,6.0,60.0,30.0,38.0,12.0,12.0,7.0,0,31-35,"N251,000 - N500,000",Bank N,Female,Bank C,Lagos,Master's Degree,Self Employed,No,,
31641,33,375000.0,10.0,0.5,6.0,6.0,6.0,60.0,30.0,40.0,24.0,12.0,0.0,2,31-35,"N251,000 - N500,000",Bank C,Female,Bank C,Lagos,Master's Degree,Self Employed,No,,
31651,50.5,25000.0,7.0,6.0,30.0,0.5,0.0,12.0,0.0,-40.0,6.0,6.0,0.0,0,41-60,"Below N50,000",Bank J,Female,Bank G,Lagos,No Response,Others,No,,
31652,19,25000.0,2.0,2.0,30.0,0.0,0.5,46.0,-10.0,23.0,60.0,30.0,10.0,0,18-20,"Below N50,000",Bank C,Male,Bank A,Lagos,Secondary school leaving certificate,Student,No,,
31653,19,25000.0,3.0,2.0,30.0,0.0,0.5,4.0,-30.0,4.0,60.0,10.0,0.0,0,18-20,"Below N50,000",Bank A,Male,Bank A,Lagos,Secondary school leaving certificate,Student,No,,
31658,33,175000.0,10.0,2.0,6.0,2.0,0.5,52.0,27.0,32.0,26.0,16.0,8.0,2,31-35,"N101,000 - N250,000",Bank B,Male,Bank B,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31659,33,175000.0,4.0,2.0,6.0,2.0,0.5,1.0,17.0,36.0,26.0,16.0,8.0,0,31-35,"N101,000 - N250,000",Bank N,Male,Bank B,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31660,33,175000.0,2.0,2.0,6.0,2.0,0.5,22.0,27.0,74.0,18.0,32.0,8.0,3,31-35,"N101,000 - N250,000",Bank H,Male,Bank B,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31661,33,175000.0,6.0,2.0,6.0,2.0,0.5,15.0,7.0,1.0,36.0,32.0,8.0,0,31-35,"N101,000 - N250,000",Bank C,Male,Bank B,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31665,38,175000.0,10.0,2.0,6.0,30.0,0.5,46.0,30.0,83.0,27.0,18.0,18.0,1,36-40,"N101,000 - N250,000",Bank C,Female,Bank M,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
31666,33,175000.0,10.0,2.0,6.0,6.0,6.0,50.0,20.0,60.0,20.0,20.0,10.0,3,31-35,"N101,000 - N250,000",Bank H,Female,Bank H,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31667,33,175000.0,7.0,2.0,6.0,6.0,6.0,50.0,20.0,60.0,20.0,20.0,10.0,3,31-35,"N101,000 - N250,000",Bank D,Female,Bank H,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31668,50.5,375000.0,12.0,6.0,6.0,2.0,0.5,29.0,27.0,63.0,21.0,21.0,21.0,2,41-60,"N251,000 - N500,000",Bank J,Female,Bank J,Lagos,Master's Degree,Self Employed,No,,
31669,50.5,375000.0,12.0,6.0,6.0,2.0,0.5,69.0,36.0,-9.0,21.0,21.0,14.0,2,41-60,"N251,000 - N500,000",Bank E,Female,Bank J,Lagos,Master's Degree,Self Employed,No,,
31670,33,75000.0,9.0,2.0,2.0,2.0,2.0,80.0,50.0,110.0,60.0,30.0,10.0,3,31-35,"N50,000 - N100,000",Bank G,Female,Bank C,Lagos,OND/HND,Self Employed,No,,
31671,33,75000.0,12.0,2.0,2.0,2.0,2.0,30.0,20.0,-20.0,60.0,30.0,10.0,2,31-35,"N50,000 - N100,000",Bank C,Female,Bank C,Lagos,OND/HND,Self Employed,No,,
31672,38,175000.0,10.0,2.0,6.0,6.0,6.0,16.0,20.0,140.0,7.0,14.0,9.0,2,36-40,"N101,000 - N250,000",Bank J,Female,Bank J,Lagos,Bachelor's Decree,Private Sector Employee,Yes,Bank C,Bank H
31673,38,175000.0,13.0,2.0,6.0,6.0,6.0,-30.0,-30.0,-100.0,-19.0,-28.0,-9.0,0,36-40,"N101,000 - N250,000",Bank C,Female,Bank J,Lagos,Bachelor's Decree,Private Sector Employee,Yes,Bank C,Bank H
31674,25.5,75000.0,1.0,0.5,6.0,6.0,30.0,26.0,14.0,53.0,7.0,24.0,24.0,1,21-30,"N50,000 - N100,000",Bank H,Female,,Lagos,No Response,Student,No,,
31675,25.5,75000.0,7.0,0.5,6.0,6.0,30.0,8.0,-20.0,-37.0,0.0,6.0,0.0,1,21-30,"N50,000 - N100,000",Bank C,Female,,Lagos,No Response,Student,No,,
31676,25.5,75000.0,4.0,0.5,6.0,6.0,30.0,33.0,30.0,-51.0,0.0,6.0,0.0,1,21-30,"N50,000 - N100,000",Bank E,Female,,Lagos,No Response,Student,No,,
31677,25.5,75000.0,9.0,0.5,6.0,6.0,30.0,50.0,34.0,127.0,14.0,24.0,24.0,1,21-30,"N50,000 - N100,000",Bank A,Female,,Lagos,No Response,Student,No,,
31678,38,175000.0,10.0,2.0,6.0,2.0,0.5,52.0,27.0,32.0,26.0,16.0,8.0,2,36-40,"N101,000 - N250,000",Bank B,Male,Bank B,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31679,38,175000.0,4.0,2.0,6.0,2.0,0.5,1.0,17.0,36.0,26.0,16.0,8.0,0,36-40,"N101,000 - N250,000",Bank N,Male,Bank B,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31680,38,175000.0,2.0,2.0,6.0,2.0,0.5,22.0,27.0,74.0,18.0,32.0,8.0,3,36-40,"N101,000 - N250,000",Bank H,Male,Bank B,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31681,38,175000.0,6.0,2.0,6.0,2.0,0.5,15.0,7.0,1.0,36.0,32.0,8.0,0,36-40,"N101,000 - N250,000",Bank C,Male,Bank B,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31689,25.5,75000.0,5.0,6.0,2.0,0.5,0.0,12.0,14.0,46.0,0.0,-10.0,-10.0,0,21-30,"N50,000 - N100,000",Bank H,Male,Bank D,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31690,25.5,75000.0,4.0,6.0,2.0,0.5,0.0,13.0,7.0,59.0,-36.0,-10.0,0.0,0,21-30,"N50,000 - N100,000",Bank D,Male,Bank D,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31691,25.5,75000.0,5.0,6.0,2.0,0.5,0.0,-1.0,7.0,45.0,-36.0,-10.0,-10.0,0,21-30,"N50,000 - N100,000",Bank J,Male,Bank D,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31695,19,25000.0,4.0,2.0,6.0,2.0,2.0,54.0,40.0,50.0,36.0,0.0,18.0,3,18-20,"Below N50,000",Bank C,Female,Bank C,Lagos,Secondary school leaving certificate,Student,No,,
31696,19,25000.0,2.0,2.0,6.0,2.0,2.0,-10.0,20.0,50.0,18.0,18.0,0.0,0,18-20,"Below N50,000",Bank A,Female,Bank C,Lagos,Secondary school leaving certificate,Student,No,,
31697,19,25000.0,1.0,2.0,6.0,2.0,2.0,32.0,0.0,60.0,18.0,36.0,9.0,0,18-20,"Below N50,000",Bank D,Female,Bank C,Lagos,Secondary school leaving certificate,Student,No,,
31698,19,25000.0,4.0,2.0,30.0,0.5,2.0,-30.0,-14.0,47.0,0.0,24.0,6.0,0,18-20,"Below N50,000",Bank B,Female,Bank C,Lagos,Secondary school leaving certificate,Student,No,,
31699,19,25000.0,1.0,2.0,30.0,0.5,2.0,-24.0,0.0,4.0,0.0,12.0,12.0,0,18-20,"Below N50,000",Bank C,Female,Bank C,Lagos,Secondary school leaving certificate,Student,No,,
31707,38,175000.0,2.0,6.0,30.0,30.0,30.0,20.0,0.0,10.0,30.0,20.0,10.0,1,36-40,"N101,000 - N250,000",Bank J,Male,Bank J,Lagos,OND/HND,Private Sector Employee,No,,
31708,38,175000.0,5.0,6.0,30.0,30.0,30.0,30.0,10.0,90.0,30.0,10.0,0.0,1,36-40,"N101,000 - N250,000",Bank C,Male,Bank J,Lagos,OND/HND,Private Sector Employee,No,,
31709,38,175000.0,8.0,6.0,30.0,30.0,30.0,30.0,10.0,-20.0,10.0,20.0,0.0,1,36-40,"N101,000 - N250,000",Bank N,Male,Bank J,Lagos,OND/HND,Private Sector Employee,No,,
31717,33,75000.0,8.0,0.5,6.0,0.5,6.0,108.0,54.0,134.0,40.0,-10.0,10.0,3,31-35,"N50,000 - N100,000",Bank C,Female,Bank C,Lagos,Master's Degree,Private Sector Employee,No,,
31718,33,75000.0,3.0,0.5,6.0,0.5,6.0,36.0,18.0,48.0,20.0,-10.0,0.0,0,31-35,"N50,000 - N100,000",Bank L,Female,Bank C,Lagos,Master's Degree,Private Sector Employee,No,,
31719,19,25000.0,4.0,6.0,6.0,0.0,0.0,-25.0,-20.0,20.0,20.0,-10.0,10.0,0,18-20,"Below N50,000",Bank C,Female,Bank C,Lagos,Bachelor's Decree,Student,No,,
31723,33,25000.0,9.0,0.5,6.0,0.5,0.0,66.0,19.0,60.0,30.0,30.0,0.0,3,31-35,"Below N50,000",Bank A,Male,Bank A,Lagos,OND/HND,Private Sector Employee,No,,
31726,33,175000.0,4.0,2.0,2.0,0.5,30.0,77.0,20.0,81.0,37.0,33.0,0.0,1,31-35,"N101,000 - N250,000",Bank G,Male,Bank G,Lagos,Master's Degree,Private Sector Employee,No,,
31727,33,175000.0,2.0,2.0,2.0,0.5,30.0,77.0,20.0,93.0,22.0,43.0,20.0,1,31-35,"N101,000 - N250,000",Bank F,Male,Bank G,Lagos,Master's Degree,Private Sector Employee,No,,
31728,33,175000.0,1.0,2.0,2.0,0.5,30.0,68.0,20.0,100.0,23.0,25.0,20.0,1,31-35,"N101,000 - N250,000",Bank K,Male,Bank G,Lagos,Master's Degree,Private Sector Employee,No,,
31735,25.5,175000.0,10.0,0.5,6.0,0.5,6.0,20.0,-10.0,4.0,10.0,0.0,0.0,0,21-30,"N101,000 - N250,000",Bank L,Male,Bank K,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31736,25.5,175000.0,6.0,0.5,6.0,0.5,6.0,80.0,50.0,124.0,20.0,0.0,0.0,3,21-30,"N101,000 - N250,000",Bank K,Male,Bank K,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31737,25.5,25000.0,7.0,2.0,0.5,0.5,30.0,30.0,40.0,62.0,30.0,4.0,7.0,1,21-30,"Below N50,000",Bank J,Male,Bank N,Lagos,OND/HND,Student,No,,
31738,25.5,25000.0,1.0,2.0,0.5,0.5,30.0,60.0,40.0,86.0,40.0,12.0,7.0,1,21-30,"Below N50,000",Bank C,Male,Bank N,Lagos,OND/HND,Student,No,,
31739,25.5,25000.0,3.0,2.0,0.5,0.5,30.0,70.0,10.0,94.0,30.0,14.0,14.0,1,21-30,"Below N50,000",Bank N,Male,Bank N,Lagos,OND/HND,Student,No,,
31747,19,25000.0,10.0,0.5,30.0,0.0,0.0,57.0,7.0,36.0,48.0,60.0,30.0,3,18-20,"Below N50,000",Bank L,Female,Bank L,Lagos,Secondary school leaving certificate,Student,No,,
31750,19,25000.0,10.0,0.5,30.0,0.0,0.0,57.0,7.0,36.0,48.0,60.0,30.0,3,18-20,"Below N50,000",Bank L,Female,Bank L,Lagos,Secondary school leaving certificate,Student,No,,
31756,33,25000.0,3.0,6.0,2.0,2.0,0.0,29.0,20.0,44.0,20.0,20.0,10.0,0,31-35,"Below N50,000",Bank A,Female,Bank A,Lagos,OND/HND,Private Sector Employee,No,,
31774,33,75000.0,5.0,0.5,2.0,0.5,0.0,16.0,-8.0,-40.0,8.0,-8.0,-16.0,0,31-35,"N50,000 - N100,000",Bank L,Male,Bank L,Lagos,Bachelor's Decree,Private Sector Employee,Yes,Bank L,Bank C
31775,33,175000.0,1.0,0.5,6.0,6.0,30.0,38.0,0.0,55.0,40.0,20.0,0.0,1,31-35,"N101,000 - N250,000",Bank B,Male,,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31776,33,175000.0,8.0,0.5,6.0,6.0,30.0,20.0,0.0,53.0,20.0,0.0,0.0,1,31-35,"N101,000 - N250,000",Bank P,Male,,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31777,33,175000.0,4.0,0.5,6.0,6.0,30.0,20.0,0.0,29.0,20.0,0.0,0.0,1,31-35,"N101,000 - N250,000",Bank A,Male,,Lagos,Bachelor's Decree,Private Sector Employee,No,,
31801,25.5,25000.0,3.0,0.5,30.0,0.5,6.0,120.0,60.0,180.0,60.0,60.0,30.0,3,21-30,"Below N50,000",Bank C,Male,Bank C,Lagos,Secondary school leaving certificate,No Response,No,,
31804,25.5,75000.0,6.0,2.0,6.0,2.0,0.5,24.0,-12.0,14.0,16.0,0.0,0.0,0,21-30,"N50,000 - N100,000",Bank C,Male,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,Yes,Bank A,Bank N
31805,25.5,75000.0,2.0,2.0,6.0,2.0,0.5,0.0,-12.0,7.0,16.0,0.0,0.0,0,21-30,"N50,000 - N100,000",Bank A,Male,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,Yes,Bank A,Bank N
31807,33,75000.0,3.0,6.0,30.0,0.0,30.0,-30.0,-16.0,-3.0,-11.0,-12.0,-6.0,1,31-35,"N50,000 - N100,000",Bank C,Male,,Lagos,OND/HND,Student,No,,
31829,38,75000.0,7.0,2.0,6.0,0.0,0.5,13.0,15.0,27.0,6.0,0.0,-4.0,0,36-40,"N50,000 - N100,000",Bank B,Female,Bank C,Lagos,Bachelor's Decree,Self Employed,No,,
31830,38,75000.0,3.0,2.0,6.0,0.0,0.5,19.0,24.0,74.0,6.0,6.0,-4.0,0,36-40,"N50,000 - N100,000",Bank C,Female,Bank C,Lagos,Bachelor's Decree,Self Employed,No,,
31833,25.5,25000.0,2.0,2.0,6.0,0.5,0.5,13.0,-8.0,25.0,0.0,-7.0,0.0,0,21-30,"Below N50,000",Bank H,Female,Bank H,Lagos,OND/HND,Student,No,,
31834,25.5,25000.0,4.0,2.0,6.0,0.5,0.5,13.0,-16.0,25.0,0.0,-7.0,0.0,0,21-30,"Below N50,000",Bank C,Female,Bank H,Lagos,OND/HND,Student,No,,
31835,25.5,25000.0,1.0,2.0,30.0,0.5,6.0,5.0,16.0,25.0,0.0,0.0,0.0,0,21-30,"Below N50,000",Bank H,Female,Bank C,Lagos,OND/HND,Student,No,,
31836,25.5,25000.0,2.0,2.0,30.0,0.5,6.0,5.0,16.0,25.0,0.0,0.0,0.0,0,21-30,"Below N50,000",Bank D,Female,Bank C,Lagos,OND/HND,Student,No,,
31837,25.5,25000.0,5.0,2.0,30.0,0.5,6.0,5.0,16.0,25.0,0.0,0.0,0.0,0,21-30,"Below N50,000",Bank C,Female,Bank C,Lagos,OND/HND,Student,No,,
